State,District,Season,Crop,Soil_Type,Rainfall_mm,Avg_Temperature_C,Humidity_percent,Fertilizer_kg_per_hectare,Soil_pH,Irrigation_Type,Previous_Crop,Pest_Risk,Yield_tonnes_per_hectare
Karnataka,District_44,Zaid,Pulses,Black,913.6,19.5,75.3,155.9,7.7,Drip,Rice,High,1.02
Punjab,District_39,Kharif,Rice,Red,1879.4,29.9,59.1,194.4,7.6,Sprinkler,Pulses,Medium,3.0
Assam,District_23,Rabi,Wheat,Sandy,1142.1,28.1,73.4,90.3,6.1,Drip,Pulses,High,2.51
Gujarat,District_3,Rabi,Wheat,Sandy,485.7,32.3,91.7,188.7,6.4,Tubewell,Cotton,Low,3.03
Rajasthan,District_29,Kharif,Maize,Alluvial,648.9,23.4,63.7,132.7,5.7,Sprinkler,Maize,Medium,2.25
Manipur,District_5,Zaid,Maize,Alluvial,707.5,28.2,51.2,90.9,5.8,Rainfed,Cotton,High,1.96
Karnataka,District_36,Rabi,Wheat,Sandy,4523.8,30.7,67.1,125.9,7.0,Canal,Maize,Low,3.39
Manipur,District_21,Zaid,Pulses,Alluvial,1188.0,35.1,73.1,121.1,6.2,Tubewell,Wheat,Low,1.25
West Bengal,District_30,Rabi,Pulses,Red,2580.9,34.0,73.0,197.1,5.4,Drip,Wheat,High,1.09
Maharashtra,District_46,Rabi,Wheat,Black,887.1,16.8,94.8,223.7,6.2,Canal,Maize,Medium,3.02
Gujarat,District_25,Rabi,Wheat,Black,1021.1,31.7,90.7,136.3,5.4,Tubewell,Rice,Medium,2.48
Odisha,District_48,Zaid,Maize,Alluvial,1453.0,36.6,69.8,119.6,6.7,Drip,Rice,Low,2.56
Haryana,District_46,Rabi,Pulses,Loamy,1612.7,30.3,58.8,175.9,5.5,Drip,Sugarcane,Low,1.42
Meghalaya,District_34,Kharif,Rice,loamy,1000.4,19.4,45.8,107.0,,Rainfed,Wheat,Low,3.57
West Bengal,District_48,Rabi,Pulses,Alluvial,2079.6,34.3,82.7,167.1,7.8,Sprinkler,Cotton,Medium,0.99
Tamil Nadu,District_20,Rabi,Wheat,Loamy,2170.2,27.3,87.7,227.8,7.6,Tubewell,Rice,Low,3.58
Meghalaya,District_2,Zaid,Maize,Sandy,1064.3,37.2,75.1,106.0,7.6,Tubewell,Maize,High,2.1
Karnataka,District_43,Rabi,Pulses,Sandy,309.3,18.6,50.5,246.6,5.7,Tubewell,Maize,High,0.95
Meghalaya,District_22,Kharif,Rice,Black,2233.8,36.2,82.5,93.4,5.2,Canal,Maize,Medium,2.57
Gujarat,District_7,Rabi,Wheat,Red,969.4,26.0,82.2,209.6,7.5,Tubewell,Rice,High,2.36
Manipur,District_33,Zaid,Pulses,Red,2763.6,23.6,82.6,129.8,7.5,Drip,Wheat,High,1.23
Odisha,District_44,Zaid,Maize,Black,856.1,31.8,78.2,100.9,6.5,Rainfed,Wheat,High,1.9
Maharashtra,District_12,Kharif,Cotton,Sandy,1493.1,36.2,51.3,151.2,,Drip,Maize,Medium,2.13
Assam,District_49,Kharif,Rice,Red,1447.5,20.0,73.2,63.2,7.1,Drip,Sugarcane,High,3.45
Odisha,District_35,Kharif,Rice,Loamy,960.5,22.5,49.3,199.1,6.9,Sprinkler,Wheat,Medium,3.49
Rajasthan,District_35,Zaid,Pulses,Loamy,147.2,31.2,64.4,82.9,6.5,Drip,Wheat,High,0.93
Karnataka,District_22,Kharif,Cotton,Black,2619.3,15.1,68.4,239.2,7.1,Canal,Sugarcane,High,2.1
Karnataka,District_12,Zaid,Pulses,Red,2306.4,22.7,93.6,249.8,7.2,Tubewell,Wheat,Medium,1.25
Tamil Nadu,District_41,Zaid,Maize,Loamy,1233.4,25.8,91.0,190.4,6.5,Drip,Pulses,Low,3.0
Punjab,District_8,Kharif,Rice,Black,1026.8,26.2,50.1,181.2,6.5,Drip,Maize,Low,3.51
Karnataka,District_3,Zaid,Maize,Sandy,884.7,36.4,88.9,217.1,7.6,Sprinkler,Sugarcane,Low,2.66
Maharashtra,District_6,Rabi,Pulses,Loamy,602.8,37.4,56.7,249.0,5.4,Sprinkler,Maize,Medium,1.09
Manipur,District_49,Rabi,Pulses,Loamy,1495.2,33.1,48.3,126.6,,Canal,Wheat,Low,1.47
Rajasthan,District_36,Rabi,Pulses,Loamy,118.9,30.3,80.2,158.5,5.7,Rainfed,Maize,Medium,1.0
Tamil Nadu,District_39,Kharif,Cotton,Loamy,908.6,27.4,73.4,144.9,6.5,Rainfed,Sugarcane,Medium,2.01
Gujarat,District_19,Kharif,Cotton,Black,664.6,20.7,80.7,264.0,,Sprinkler,Rice,Low,2.2
Meghalaya,District_17,Kharif,Rice,Sandy,824.1,22.6,81.8,134.6,7.1,Drip,Wheat,Medium,3.78
Uttar Pradesh,District_21,Rabi,Wheat,Black,989.3,34.0,45.4,266.1,6.2,Drip,Rice,Medium,3.52
Rajasthan,District_39,Zaid,Pulses,Loamy,280.4,15.8,66.0,87.6,5.7,Sprinkler,Rice,Low,0.93
Assam,District_36,Kharif,Rice,Alluvial,1920.4,29.6,74.5,82.4,,Sprinkler,Wheat,Medium,3.42
Maharashtra,District_12,Kharif,Maize,Black,720.5,24.3,47.9,242.1,5.4,Canal,Maize,Low,2.37
Maharashtra,District_8,Rabi,Wheat,Alluvial,1338.2,26.5,79.1,124.5,6.2,Sprinkler,Sugarcane,High,2.82
Gujarat,District_11,Kharif,Rice,Black,1079.6,19.8,84.2,137.6,7.3,Sprinkler,Pulses,Medium,3.28
Gujarat,District_40,Kharif,Cotton,Black,1608.1,19.2,71.1,219.8,,Rainfed,Maize,Medium,2.3
Rajasthan,District_22,Kharif,Cotton,Red,227.3,24.8,72.5,89.8,7.3,Rainfed,Maize,High,1.54
Gujarat,District_1,Rabi,Pulses,Sandy,2532.9,22.0,45.5,,6.3,Drip,Cotton,Medium,0.94
Manipur,District_39,Rabi,Pulses,Sandy,992.7,15.8,73.6,,7.6,Drip,Sugarcane,Medium,1.01
Haryana,District_45,Kharif,Rice,Red,1023.2,29.9,54.9,284.3,6.5,Drip,Rice,Medium,3.21
Assam,District_39,Zaid,Maize,sandy,2246.1,15.7,67.9,,6.9,Rainfed,Rice,High,2.68
Assam,District_21,Zaid,Pulses,Black,828.8,37.4,81.3,140.8,5.5,Drip,Wheat,Medium,1.09
West Bengal,District_13,Kharif,Rice,Sandy,2909.25,20.4,80.4,226.98,7.4,Tubewell,Cotton,Medium,3.45
Uttar Pradesh,District_20,Kharif,Maize,Red,783.0,20.0,87.9,190.7,5.2,Drip,Maize,High,1.95
Rajasthan,District_2,Kharif,Cotton,Loamy,569.5,25.6,48.6,167.3,7.2,Drip,Rice,Medium,2.03
Assam,District_22,Zaid,Pulses,Loamy,565.9,15.3,54.7,,7.1,Tubewell,Cotton,Low,1.24
Rajasthan,District_40,Zaid,Maize,Loamy,769.8,18.3,51.2,98.6,6.5,Canal,Rice,Medium,2.53
Karnataka,District_46,Kharif,Cotton,Alluvial,1400.2,32.3,93.3,187.8,6.0,Canal,Cotton,Low,2.21
Rajasthan,District_15,Zaid,Maize,Alluvial,67.8,30.3,59.3,134.3,5.4,Sprinkler,Rice,High,1.65
Gujarat,District_8,Kharif,Cotton,Alluvial,393.6,18.0,50.3,139.8,5.9,Tubewell,Sugarcane,High,1.92
Manipur,District_9,Kharif,Rice,Loamy,1243.5,16.1,86.4,,7.7,Tubewell,Pulses,Low,3.52
Rajasthan,District_24,Zaid,Pulses,Loamy,76.5,15.9,92.4,119.4,5.4,Sprinkler,Wheat,Low,1.09
Haryana,District_35,Rabi,Wheat,Alluvial,1384.0,27.9,61.7,243.3,6.6,Sprinkler,Maize,Low,4.18
Tamil Nadu,District_43,Rabi,Pulses,Sandy,1080.5,33.8,87.6,236.7,7.6,Drip,Maize,High,0.99
Assam,District_12,Zaid,Pulses,Sandy,1246.6,22.8,52.9,81.6,5.2,Rainfed,Rice,Low,1.22
Tamil Nadu,District_40,Zaid,Pulses,Alluvial,3638.5,31.6,57.9,236.70000000000002,6.7,Tubewell,Maize,High,1.24
Uttar Pradesh,District_11,Zaid,Maize,Loamy,447.0,34.7,49.9,150.4,6.8,Drip,Cotton,Medium,2.46
West Bengal,District_37,Kharif,Cotton,Black,1805.8,24.1,94.4,112.1,5.9,Tubewell,Wheat,Low,2.29
Odisha,District_6,Rabi,Wheat,Black,1927.6,31.1,86.5,152.1,6.2,Sprinkler,Rice,Low,3.59
Gujarat,District_42,Zaid,Maize,Black,2008.9,31.0,45.4,,5.9,Drip,Rice,Medium,2.09
Odisha,District_15,Zaid,Maize,Sandy,1229.7,24.2,48.7,187.2,6.3,Drip,Pulses,Low,3.04
Haryana,District_1,Rabi,Pulses,Alluvial,1665.6,15.7,78.7,299.2,6.8,Drip,Pulses,Low,1.44
Uttar Pradesh,District_26,Kharif,Cotton,Alluvial,1028.2,20.6,50.0,224.2,5.5,Canal,Wheat,Medium,1.77
Assam,District_3,Kharif,Rice,Alluvial,2327.5,37.2,72.5,116.6,6.4,Canal,Sugarcane,Medium,4.08
Tamil Nadu,District_27,Zaid,Maize,Sandy,1931.5,21.4,57.9,147.7,6.6,Sprinkler,Pulses,High,2.14
Gujarat,District_13,Rabi,Wheat,Red,1611.5,27.3,63.0,136.6,6.0,Canal,Rice,Low,3.19
Haryana,District_6,Kharif,Cotton,Black,1193.8,37.8,79.1,232.7,7.8,Canal,Cotton,Low,1.57
Maharashtra,District_2,Zaid,Pulses,Alluvial,1525.3,22.0,67.9,178.0,5.7,Sprinkler,Wheat,Medium,1.11
Manipur,District_22,Zaid,Pulses,Red,766.2,30.7,81.4,132.6,5.9,Drip,Maize,Low,1.36
Haryana,District_46,Zaid,Maize,Loamy,2393.4,18.8,80.8,266.2,5.4,Canal,Rice,High,2.16
Uttar Pradesh,District_1,Rabi,Wheat,Sandy,1714.9,29.6,93.1,,7.7,Rainfed,Pulses,Medium,3.26
Assam,District_1,Rabi,Pulses,Black,1030.8,15.6,46.9,82.0,5.7,Rainfed,Pulses,Medium,1.07
Uttar Pradesh,District_26,Zaid,Maize,Red,853.4,36.6,59.2,168.6,6.5,Canal,Wheat,Medium,2.42
Manipur,District_39,Rabi,Pulses,Loamy,,30.1,91.9,77.3,6.5,Drip,Sugarcane,Medium,1.24
Karnataka,District_42,Kharif,Maize,Sandy,506.4,26.8,75.5,164.7,7.1,Canal,Pulses,High,2.33
Tamil Nadu,District_4,Rabi,Pulses,Loamy,1150.1,18.7,46.8,111.1,5.6,Canal,Sugarcane,Low,1.2
Rajasthan,District_24,Rabi,Pulses,Black,787.4,16.1,93.2,127.8,5.4,Sprinkler,Rice,Low,1.25
Odisha,District_39,Zaid,Pulses,Loamy,1631.4,36.8,58.1,130.3,7.7,Canal,Sugarcane,High,0.94
Uttar Pradesh,District_5,Zaid,Pulses,Red,1307.2,27.9,46.5,253.8,7.1,Rainfed,Sugarcane,Medium,1.41
Haryana,District_22,Rabi,Wheat,Black,1511.9,30.7,93.4,179.6,6.3,Drip,Cotton,Low,3.39
Haryana,District_24,Kharif,Rice,Red,797.4,32.0,57.1,279.3,6.3,Sprinkler,Sugarcane,High,3.69
West Bengal,District_18,Rabi,Wheat,Black,1679.4,32.4,80.3,199.4,5.7,Canal,Rice,Medium,2.69
Punjab,District_16,Zaid,Maize,Alluvial,1095.7,26.3,76.7,268.5,7.6,Drip,Maize,High,2.04
Uttar Pradesh,District_10,Kharif,Maize,Sandy,1035.3,32.7,81.7,225.8,6.3,Tubewell,Sugarcane,Low,2.3
Rajasthan,District_19,Rabi,Pulses,Black,177.4,35.8,66.2,93.6,6.4,Rainfed,Cotton,Medium,0.96
Manipur,District_28,Kharif,Maize,Loamy,818.3,28.5,63.0,70.1,6.3,Sprinkler,Rice,Low,2.57
Gujarat,District_49,Rabi,Pulses,Black,1306.7,27.3,91.5,205.4,5.6,Sprinkler,Sugarcane,Low,1.42
Uttar Pradesh,District_19,Rabi,Wheat,Red,673.5,34.7,94.9,187.7,7.0,Canal,Sugarcane,Medium,2.86
West Bengal,District_20,Kharif,Rice,Alluvial,735.1,21.5,60.4,147.6,5.6,Tubewell,Maize,High,3.13
Karnataka,District_7,Kharif,Cotton,Alluvial,669.4,27.0,70.9,188.6,6.2,Drip,Sugarcane,Low,2.44
Meghalaya,District_25,Kharif,Maize,Black,887.6,34.0,57.5,91.0,5.9,Rainfed,Pulses,Medium,2.52
Punjab,District_19,Kharif,Cotton,Alluvial,1216.6,27.8,50.8,201.4,6.8,Rainfed,Wheat,Low,2.2
Karnataka,District_15,Kharif,Cotton,Black,1820.6,28.5,92.8,135.7,7.2,Sprinkler,Maize,Low,2.03
Rajasthan,District_16,Rabi,Pulses,Loamy,327.3,37.5,80.1,120.3,6.5,Sprinkler,Wheat,Low,1.07
Maharashtra,District_29,Rabi,Pulses,Sandy,840.2,23.4,51.8,195.4,5.9,Rainfed,Maize,Low,1.13
Uttar Pradesh,District_45,Zaid,Pulses,Loamy,1022.6,32.6,63.3,212.8,6.0,Sprinkler,Wheat,High,0.92
West Bengal,District_12,Rabi,Pulses,Red,1477.0,17.6,56.5,117.9,5.7,Tubewell,Wheat,Low,1.11
Meghalaya,District_28,Kharif,Cotton,Red,894.8,15.8,70.8,65.2,5.5,Tubewell,Pulses,Medium,2.06
Maharashtra,District_43,Kharif,Rice,Loamy,,20.6,61.6,202.8,7.5,Drip,Maize,Medium,3.4
Punjab,District_41,Zaid,Maize,Black,2242.4,35.5,67.4,320.0,5.8,Sprinkler,Sugarcane,High,2.52
Tamil Nadu,District_16,Zaid,Pulses,Sandy,1645.2,21.4,53.3,210.9,6.6,Tubewell,Pulses,Medium,1.26
Odisha,District_11,Rabi,Wheat,Sandy,1200.7,26.9,76.6,180.1,5.3,Rainfed,Maize,Medium,3.36
Punjab,District_39,Kharif,Cotton,Loamy,1816.9,28.1,66.2,183.3,7.4,Drip,Sugarcane,Medium,2.12
Haryana,District_11,Kharif,Rice,Sandy,2036.7,30.1,79.5,186.5,7.7,Canal,Sugarcane,Low,3.93
Maharashtra,District_15,Kharif,Cotton,Alluvial,2087.8,37.8,45.0,189.4,5.9,Sprinkler,Rice,High,1.96
Odisha,District_46,Rabi,Wheat,Loamy,499.0,20.4,77.1,152.7,6.9,Rainfed,Sugarcane,Low,3.5
Assam,District_5,Kharif,Rice,Sandy,,20.3,47.7,78.6,6.1,Tubewell,Cotton,Low,3.78
Tamil Nadu,District_32,Zaid,Pulses,Loamy,408.8,31.8,79.9,197.9,6.1,Rainfed,Pulses,Medium,1.1
Rajasthan,District_35,Kharif,Maize,Alluvial,104.4,16.9,55.0,159.8,6.9,Sprinkler,Rice,Low,2.11
Maharashtra,District_48,Rabi,Wheat,Loamy,,15.3,63.9,247.2,7.5,Tubewell,Sugarcane,Low,3.8
Tamil Nadu,District_7,Kharif,Maize,Sandy,1024.6,32.0,52.5,139.3,5.3,Drip,Cotton,Low,2.13
Meghalaya,District_26,Rabi,Wheat,Sandy,2964.8,20.8,80.9,105.4,6.3,Rainfed,Rice,Low,3.45
Manipur,District_6,Rabi,Wheat,Red,833.0,37.0,47.9,132.8,6.9,Canal,Rice,High,2.77
Uttar Pradesh,District_48,Rabi,Wheat,Sandy,435.1,33.9,85.4,255.7,7.2,Sprinkler,Wheat,High,2.52
Manipur,District_8,Zaid,Maize,Black,560.9,20.0,73.1,131.3,5.6,Tubewell,Cotton,Low,2.77
Tamil Nadu,District_11,Zaid,Pulses,Alluvial,1095.2,17.0,83.9,200.7,6.9,Tubewell,Rice,High,1.03
Haryana,District_27,Kharif,Cotton,Sandy,1090.0,36.5,70.4,212.9,6.5,Sprinkler,Cotton,Medium,1.75
Odisha,District_43,Rabi,Pulses,Loamy,1401.9,16.2,76.0,178.1,6.9,Rainfed,Sugarcane,Low,1.5
Manipur,District_25,Rabi,Wheat,Black,1197.6,22.8,70.2,77.6,7.8,Canal,Cotton,Low,2.81
Odisha,District_14,Kharif,Maize,Black,1253.1,20.6,84.7,170.2,6.8,Tubewell,Rice,Medium,2.96
West Bengal,District_8,Zaid,Pulses,Alluvial,1725.9,33.4,82.5,214.3,7.7,Rainfed,Rice,Medium,1.15
Assam,District_20,Rabi,Pulses,Red,707.9,35.1,64.4,,7.8,Rainfed,Rice,High,1.08
Tamil Nadu,District_43,Rabi,Pulses,Red,629.0,18.4,49.6,178.2,6.2,Drip,Maize,Medium,1.47
Haryana,District_19,Rabi,Wheat,Sandy,605.4,26.0,88.9,261.0,6.6,Canal,Maize,Low,3.06
Tamil Nadu,District_8,Zaid,Maize,Alluvial,1674.0,27.6,66.5,113.6,6.6,Rainfed,Cotton,Low,3.19
Manipur,District_44,Zaid,Maize,alluvial,737.3,23.5,80.5,90.1,7.1,Canal,Cotton,High,1.71
Punjab,District_29,Kharif,Cotton,Loamy,1900.0,37.6,89.7,253.6,5.5,Sprinkler,Wheat,Low,2.09
Haryana,District_46,Kharif,Cotton,Loamy,1088.8,30.9,53.3,283.1,,Drip,Wheat,Medium,1.96
Assam,District_13,Rabi,Pulses,Loamy,1392.8,35.8,70.3,112.9,5.2,Sprinkler,Cotton,High,1.27
Meghalaya,District_48,Rabi,Pulses,Sandy,355.6,33.3,83.2,133.1,,Drip,Rice,High,1.25
Gujarat,District_49,Rabi,Wheat,Red,680.7,25.1,76.5,,7.4,Rainfed,Pulses,Low,3.5
West Bengal,District_6,Rabi,Wheat,Loamy,899.3,15.7,57.9,214.0,7.3,Canal,Pulses,Medium,3.04
Meghalaya,District_11,Kharif,Rice,Red,890.5,36.1,80.2,138.9,6.5,Rainfed,Cotton,Low,3.83
Haryana,District_35,Kharif,Cotton,Black,1364.3,34.8,67.0,256.5,6.2,Drip,Rice,Medium,2.24
Tamil Nadu,District_14,Rabi,Wheat,Black,1225.2,22.6,89.2,137.9,5.4,Rainfed,Rice,Medium,2.75
Karnataka,District_16,Rabi,Pulses,Alluvial,1584.2,20.1,51.5,238.3,7.3,Rainfed,Maize,High,1.3
Uttar Pradesh,District_36,Kharif,Maize,Red,712.8,33.9,55.7,178.4,6.0,Drip,Wheat,Medium,2.55
Gujarat,District_50,Zaid,Maize,Black,722.3,21.1,87.3,184.7,5.9,Rainfed,Wheat,Low,2.34
Meghalaya,District_31,Rabi,Wheat,Loamy,1729.2,16.8,84.1,122.2,5.9,Tubewell,Wheat,Low,4.34
Maharashtra,District_15,Rabi,Pulses,Black,1254.6,34.1,73.0,193.6,7.4,Rainfed,Rice,Low,1.32
Assam,District_4,Rabi,Wheat,Sandy,609.4,36.6,49.8,96.7,7.0,Drip,Rice,Medium,2.48
Assam,District_11,Zaid,Maize,Sandy,1078.9,24.6,45.5,104.5,6.5,Tubewell,Rice,Low,2.51
Rajasthan,District_13,Rabi,Pulses,Alluvial,111.9,22.6,62.3,145.6,7.1,Rainfed,Wheat,Medium,1.14
Manipur,District_26,Kharif,Rice,Sandy,1097.3,35.9,67.5,73.4,5.9,Tubewell,Maize,Low,3.48
Tamil Nadu,District_22,Rabi,Pulses,Alluvial,1141.9,33.2,66.0,117.4,6.7,Rainfed,Cotton,Medium,0.89
Punjab,District_31,Kharif,Cotton,Loamy,1729.0,28.6,86.6,296.6,6.8,Tubewell,Rice,Medium,2.2
Haryana,District_40,Kharif,Maize,Red,1862.3,32.9,64.0,202.4,6.6,Canal,Rice,Low,2.78
West Bengal,District_28,Rabi,Wheat,Black,1495.6,22.0,79.0,,7.7,Drip,Maize,Low,2.99
Assam,District_13,Zaid,Maize,Alluvial,1632.0,21.9,67.9,127.5,7.2,Canal,Wheat,High,2.71
Haryana,District_28,Kharif,Cotton,Black,998.8,28.4,82.5,184.2,6.7,Drip,Wheat,Medium,1.86
Gujarat,District_37,Rabi,Wheat,Black,1804.0,28.8,76.4,133.7,,Tubewell,Cotton,Low,3.41
Gujarat,District_43,Kharif,Rice,Red,781.7,31.7,54.4,165.0,7.3,Drip,Cotton,Medium,2.66
Maharashtra,District_10,Zaid,Pulses,Sandy,,15.2,64.9,180.6,6.9,Drip,Rice,Medium,1.3
West Bengal,District_3,Rabi,Pulses,Loamy,1084.7,31.1,76.5,168.1,5.7,Rainfed,Rice,High,0.99
Meghalaya,District_29,Kharif,Rice,Loamy,1013.8,27.0,72.5,122.3,7.6,Canal,Wheat,Low,2.66
Punjab,District_50,Rabi,Pulses,Red,2259.2,18.3,47.2,271.1,5.4,Sprinkler,Pulses,High,1.19
Punjab,District_34,Kharif,Rice,sandy,1552.8,30.3,64.4,266.1,5.5,Sprinkler,Maize,Low,4.07
Meghalaya,District_38,Zaid,Pulses,Loamy,1921.3,20.6,59.1,117.2,6.9,Canal,Rice,Medium,1.43
Odisha,District_24,Kharif,Rice,Red,1827.0,22.4,73.4,167.7,7.6,Rainfed,Pulses,High,3.24
Gujarat,District_42,Rabi,Wheat,Red,1279.5,19.6,45.0,232.1,7.6,Canal,Rice,Low,2.85
Meghalaya,District_50,Zaid,Pulses,Loamy,1268.2,31.3,90.8,75.0,6.0,Rainfed,Pulses,Low,1.32
Uttar Pradesh,District_14,Rabi,Wheat,Red,696.1,15.3,49.2,183.5,5.7,Sprinkler,Maize,Medium,2.47
Meghalaya,District_11,Zaid,Maize,Sandy,909.1,29.4,81.9,69.2,6.9,Canal,Sugarcane,Low,2.46
Manipur,District_46,Kharif,Rice,loamy,611.7,34.9,83.8,118.7,7.4,Sprinkler,Rice,Low,3.39
Maharashtra,District_7,Kharif,Cotton,Black,612.3,35.7,51.0,131.6,7.4,Drip,Cotton,High,1.52
Odisha,District_42,Rabi,Wheat,Loamy,,31.6,79.3,110.2,6.9,Drip,Rice,Low,2.9
Tamil Nadu,District_21,Rabi,Wheat,Alluvial,509.5,25.2,94.0,206.8,6.9,Sprinkler,Rice,Medium,2.74
Rajasthan,District_18,Rabi,Pulses,Sandy,261.1,31.9,93.3,86.3,7.4,Tubewell,Cotton,Medium,1.15
Karnataka,District_15,Zaid,Maize,Black,1081.2,33.2,65.6,,6.2,Rainfed,Maize,Low,2.55
Meghalaya,District_24,Rabi,Pulses,Loamy,1600.2,38.0,87.7,62.5,5.8,Tubewell,Pulses,Medium,1.19
West Bengal,District_12,Zaid,Pulses,Alluvial,1719.5,31.4,66.6,,5.5,Canal,Wheat,Low,1.26
Manipur,District_32,Rabi,Wheat,Black,420.3,27.7,94.8,78.0,6.0,Tubewell,Cotton,High,2.56
Haryana,District_23,Kharif,Rice,Loamy,749.9,37.6,93.8,170.5,6.4,Rainfed,Wheat,Medium,3.04
Meghalaya,District_33,Zaid,Maize,Black,,17.4,47.4,,,Drip,Cotton,Low,2.37
Uttar Pradesh,District_25,Zaid,Maize,Sandy,1195.9,27.1,86.4,241.7,6.0,Tubewell,Cotton,Low,2.97
Uttar Pradesh,District_35,Kharif,Rice,Sandy,2010.9,23.8,64.8,153.9,,Rainfed,Rice,Medium,3.35
Punjab,District_2,Rabi,Pulses,Black,1000.0,16.4,47.9,206.1,7.4,Sprinkler,Sugarcane,High,0.99
Manipur,District_42,Kharif,Rice,Loamy,1133.7,27.8,92.9,129.6,6.6,Drip,Rice,Low,3.85
Tamil Nadu,District_4,Rabi,Pulses,Alluvial,557.3,18.0,72.8,225.4,6.0,Tubewell,Cotton,Low,1.36
Maharashtra,District_14,Rabi,Wheat,Black,2648.8,37.1,87.5,216.9,5.6,Sprinkler,Pulses,Medium,2.33
Rajasthan,District_39,Zaid,Pulses,Black,,36.7,79.3,117.5,7.4,Tubewell,Rice,Low,1.1
Punjab,District_40,Rabi,Pulses,Red,2109.2,36.9,57.0,294.4,6.7,Drip,Rice,Low,1.31
Punjab,District_22,Rabi,Wheat,Black,,33.4,74.2,184.3,6.2,Drip,Sugarcane,Low,3.31
Rajasthan,District_25,Kharif,Cotton,Red,38.2,21.8,56.8,124.5,6.7,Tubewell,Rice,Low,2.0
Haryana,District_12,Rabi,Wheat,Alluvial,1456.4,29.3,78.4,192.7,7.8,Sprinkler,Rice,High,2.71
Tamil Nadu,District_9,Rabi,Pulses,Red,980.1,19.9,53.0,117.7,7.5,Canal,Maize,Low,1.14
Odisha,District_36,Kharif,Rice,Sandy,1256.2,33.1,85.2,173.7,6.3,Canal,Sugarcane,Low,4.18
Odisha,District_12,Kharif,Rice,Sandy,4781.0,16.3,55.8,210.06,6.2,Drip,Maize,Low,3.99
Gujarat,District_31,Zaid,Pulses,Loamy,2119.5,22.4,89.6,198.2,6.6,Sprinkler,Rice,High,1.07
Odisha,District_22,Zaid,Maize,Alluvial,1113.5,36.2,64.9,111.3,5.3,Rainfed,Maize,Medium,2.25
Uttar Pradesh,District_32,Rabi,Wheat,Red,864.1,30.2,89.3,276.3,7.4,Canal,Rice,Low,3.01
Punjab,District_33,Zaid,Maize,Black,1007.0,18.0,80.5,316.4,5.7,Drip,Cotton,Medium,2.06
Manipur,District_20,Kharif,Rice,Black,2129.2,18.0,70.9,61.5,7.0,Rainfed,Wheat,Low,2.92
Uttar Pradesh,District_40,Zaid,Pulses,Sandy,2110.0,23.0,71.8,183.0,7.4,Rainfed,Cotton,Low,1.17
Punjab,District_5,Kharif,Cotton,Sandy,1114.0,27.1,61.9,251.8,7.5,Rainfed,Maize,Medium,2.1
Maharashtra,District_4,Zaid,Pulses,Black,1464.8,16.7,58.5,134.3,6.4,Drip,Wheat,Low,1.46
Gujarat,District_14,Rabi,Wheat,Loamy,2062.6,21.7,77.0,224.5,5.4,Rainfed,Sugarcane,High,2.75
Odisha,District_46,Kharif,Rice,Sandy,387.5,37.1,74.1,173.9,5.3,Canal,Wheat,Low,3.37
Rajasthan,District_17,Rabi,Pulses,Alluvial,518.1,35.9,85.5,164.1,6.2,Tubewell,Cotton,Low,1.43
Gujarat,District_41,Rabi,Wheat,Black,892.3,26.0,65.4,230.9,7.0,Rainfed,Wheat,Low,3.53
Punjab,District_22,Kharif,Cotton,Black,361.8,32.9,62.8,285.2,5.2,Canal,Wheat,Low,2.19
Gujarat,District_10,Kharif,Maize,Red,969.8,36.5,75.0,160.7,5.6,Sprinkler,Cotton,Medium,2.1
Haryana,District_29,Zaid,Maize,Alluvial,1111.7,19.5,79.1,231.3,6.4,Sprinkler,Rice,Medium,2.37
Karnataka,District_34,Kharif,Rice,Black,2255.0,38.0,81.5,213.0,6.6,Tubewell,Pulses,Low,3.56
Punjab,District_43,Rabi,Wheat,Red,2416.7,31.9,53.9,271.3,6.3,Tubewell,Wheat,Low,3.59
Maharashtra,District_42,Zaid,Maize,Red,,24.4,57.0,213.0,7.2,Drip,Wheat,Medium,2.4
Uttar Pradesh,District_21,Zaid,Maize,Red,1572.6,35.7,76.5,180.3,7.4,Tubewell,Rice,Low,2.9
Uttar Pradesh,District_20,Zaid,Maize,Sandy,836.9,32.8,67.9,195.3,6.1,Rainfed,Sugarcane,Medium,2.51
Karnataka,District_46,Rabi,Wheat,Black,584.4,16.6,86.2,163.0,6.0,Rainfed,Cotton,Low,2.7
Odisha,District_20,Rabi,Pulses,Red,321.2,18.1,84.2,167.5,6.2,Canal,Wheat,High,1.0
Maharashtra,District_26,Rabi,Pulses,Loamy,1065.4,23.8,91.9,232.3,5.7,Rainfed,Rice,Medium,1.14
Assam,District_7,Rabi,Pulses,Red,1385.5,17.2,79.8,138.4,6.8,Tubewell,Wheat,Medium,1.56
Assam,District_50,Zaid,Pulses,Red,663.7,28.1,87.1,73.3,6.7,Canal,Cotton,Medium,1.1
Maharashtra,District_42,Kharif,Maize,Alluvial,434.4,34.5,93.1,247.9,6.2,Rainfed,Rice,Low,2.57
Uttar Pradesh,District_21,Zaid,Pulses,Black,2303.0,20.9,48.9,176.4,6.4,Sprinkler,Cotton,High,1.01
Karnataka,District_2,Kharif,Rice,Red,2090.4,19.8,57.3,118.2,6.4,Tubewell,Sugarcane,Medium,3.15
