State,District,Season,Crop,Soil_Type,Rainfall_mm,Avg_Temperature_C,Humidity_percent,Fertilizer_kg_per_hectare,Soil_pH,Irrigation_Type,Previous_Crop,Pest_Risk,Soil_N,Soil_P,Soil_K,Irrigation_Frequency,Yield_tonnes_per_hectare
Tamil Nadu,District_46,Zaid,Sugarcane,Alluvial,1459.1,24.2,91.0,104.7,7.3,Sprinkler,Pulses,Low,179.3,84.8,84.3,6,57.59
Karnataka,District_35,Zaid,Cotton,Loamy,753.9,30.6,89.5,155.8,7.8,Drip,Sugarcane,High,93.8,52.3,46.1,4,1.47
Karnataka,District_13,Rabi,Sugarcane,Black,1079.2,29.5,51.8,194.2,5.4,Drip,Wheat,Medium,61.7,90.9,126.3,4,58.9
Assam,District_48,Zaid,Pulses,Black,1109.1,24.9,79.6,70.3,6.8,Drip,Maize,Medium,78.2,57.9,86.0,9,1.21
Uttar Pradesh,District_16,Zaid,Wheat,Red,1308.5,28.8,79.6,287.4,5.4,Drip,Rice,Medium,55.3,64.9,84.7,1,3.17
Punjab,District_37,Zaid,Pulses,Sandy,1822.6,32.5,73.0,136.2,7.1,Drip,Wheat,High,91.8,52.7,81.1,8,1.13
West Bengal,District_13,Zaid,Maize,Loamy,300.8,17.4,47.1,170.0,5.8,Canal,Sugarcane,Low,90.8,71.7,41.4,6,2.66
Odisha,District_37,Rabi,Wheat,Loamy,1478.1,29.5,80.4,139.3,5.7,Rainfed,Wheat,Low,115.5,78.5,103.5,3,3.16
Odisha,District_50,Kharif,Wheat,Loamy,575.3,25.2,48.9,222.8,7.0,Tubewell,Rice,Medium,126.7,31.7,129.4,6,3.03
Tamil Nadu,District_13,Kharif,Cotton,Loamy,1095.8,33.0,76.1,287.3,6.0,Rainfed,Maize,High,188.2,68.8,47.4,1,2.05
Rajasthan,District_15,Zaid,Cotton,Red,1006.2,19.1,43.6,161.9,7.7,Sprinkler,Sugarcane,High,174.1,76.1,113.3,8,1.9
Manipur,District_14,Rabi,Pulses,Red,409.1,20.3,90.5,146.8,7.0,Rainfed,Wheat,Low,76.2,71.9,113.5,8,1.22
Haryana,District_17,Kharif,Pulses,Black,1256.0,35.3,58.9,231.3,6.1,Drip,Pulses,High,129.8,100.0,87.4,7,1.23
Karnataka,District_33,Zaid,Wheat,Sandy,1009.1,28.7,65.4,123.0,5.2,Tubewell,Cotton,Medium,54.8,71.5,135.7,9,2.97
Manipur,District_32,Kharif,Rice,Black,1494.4,33.8,64.2,162.6,7.6,Canal,Rice,Medium,108.9,75.8,144.5,3,3.02
Haryana,District_42,Kharif,Rice,Sandy,483.4,21.0,41.5,270.2,7.2,Tubewell,Wheat,Low,147.0,55.6,126.9,6,3.96
Haryana,District_39,Kharif,Rice,Sandy,980.2,36.6,52.0,237.0,6.0,Drip,Pulses,Medium,167.6,83.7,52.2,3,3.66
Assam,District_41,Rabi,Maize,Black,1556.3,22.1,77.0,63.3,7.1,Drip,Pulses,Medium,187.6,39.0,48.0,5,2.04
Karnataka,District_20,Rabi,Cotton,Black,1695.5,16.0,47.9,269.6,7.7,Tubewell,Sugarcane,High,80.4,83.1,146.0,2,1.94
Uttar Pradesh,District_15,Rabi,Wheat,Loamy,2046.3,29.0,75.9,292.3,5.5,Drip,Sugarcane,Medium,176.7,51.5,133.3,9,3.2
Tamil Nadu,District_3,Kharif,Pulses,Alluvial,449.4,37.1,90.3,245.4,7.4,Drip,Cotton,Low,195.8,35.0,110.7,9,1.28
Gujarat,District_32,Kharif,Rice,Black,745.7,25.5,87.3,230.3,7.6,Sprinkler,Cotton,High,104.3,54.3,78.3,9,2.99
Tamil Nadu,District_36,Rabi,Sugarcane,Black,1311.8,21.3,80.0,109.9,5.4,Tubewell,Pulses,Low,132.8,93.7,72.1,7,54.19
Maharashtra,District_23,Zaid,Pulses,Red,871.8,17.6,52.1,64.5,5.3,Rainfed,Pulses,High,106.2,20.3,138.7,7,0.86
Tamil Nadu,District_39,Rabi,Wheat,Black,893.9,19.7,77.3,90.6,5.3,Rainfed,Maize,High,83.3,49.9,42.2,3,1.83
Tamil Nadu,District_26,Zaid,Pulses,Alluvial,991.5,18.2,44.2,228.1,7.7,Canal,Maize,Medium,87.3,89.4,141.9,5,1.07
Karnataka,District_33,Rabi,Sugarcane,Alluvial,2149.7,24.5,66.4,246.5,5.3,Tubewell,Pulses,Low,152.7,70.8,113.2,3,71.56
Karnataka,District_9,Zaid,Cotton,Black,1533.9,16.9,91.8,192.7,5.6,Rainfed,Pulses,High,80.9,75.1,40.8,5,2.1
Odisha,District_31,Kharif,Sugarcane,Sandy,729.4,29.3,48.1,245.5,5.4,Tubewell,Rice,Medium,70.3,86.1,101.4,6,56.64
Odisha,District_10,Rabi,Pulses,Loamy,3159.0,37.3,41.5,148.3,5.7,Rainfed,Wheat,Low,96.3,61.7,119.0,8,1.25
Odisha,District_24,Zaid,Sugarcane,Sandy,1634.2,21.1,56.3,139.4,6.7,Sprinkler,Wheat,High,190.4,84.5,104.0,5,50.7
Haryana,District_10,Zaid,Wheat,Red,1343.2,17.5,88.6,69.6,7.6,Tubewell,Sugarcane,Low,94.6,49.4,109.1,6,2.85
Haryana,District_48,Kharif,Maize,Red,568.5,16.6,58.7,211.9,6.3,Canal,Sugarcane,High,196.8,98.1,142.0,1,2.36
Tamil Nadu,District_13,Kharif,Cotton,Alluvial,1085.7,20.6,61.2,203.5,5.6,Canal,Pulses,Low,79.1,32.8,100.2,9,2.25
Manipur,District_50,Zaid,Wheat,Red,1155.4,27.2,61.3,107.2,5.7,Sprinkler,Rice,Medium,159.1,85.0,43.9,2,2.68
Karnataka,District_39,Kharif,Cotton,Red,743.0,19.9,57.1,251.4,5.6,Tubewell,Cotton,High,94.8,82.7,128.7,9,1.68
Odisha,District_45,Rabi,Sugarcane,Red,1551.6,21.4,47.7,101.2,7.4,Rainfed,Cotton,High,175.8,55.1,94.6,7,52.68
Punjab,District_31,Zaid,Rice,Loamy,1774.6,18.5,64.5,152.6,5.2,Sprinkler,Maize,Low,178.9,46.7,59.8,7,3.8
West Bengal,District_47,Zaid,Sugarcane,Sandy,412.3,20.4,85.0,260.4,6.9,Drip,Maize,High,128.3,30.9,100.8,1,60.1
Meghalaya,District_28,Zaid,Maize,Loamy,649.8,18.5,64.7,125.6,7.5,Rainfed,Rice,Low,60.0,44.1,66.1,2,2.43
Assam,District_19,Kharif,Sugarcane,Sandy,858.7,24.9,65.8,114.6,7.0,Canal,Rice,Medium,156.8,76.7,55.4,4,48.2
Tamil Nadu,District_11,Kharif,Rice,Alluvial,811.4,34.5,69.4,148.0,6.0,Sprinkler,Rice,High,59.8,91.4,78.1,8,2.66
Punjab,District_29,Zaid,Wheat,Alluvial,310.9,31.9,76.0,223.8,5.9,Sprinkler,Cotton,Low,199.6,93.0,53.1,3,3.67
Rajasthan,District_1,Rabi,Wheat,Loamy,1651.1,37.7,46.4,130.8,6.3,Tubewell,Rice,High,108.5,79.4,54.2,9,2.76
Odisha,District_13,Kharif,Rice,Sandy,868.8,22.7,93.4,219.4,5.4,Tubewell,Pulses,High,104.6,33.5,141.7,3,3.04
Tamil Nadu,District_23,Kharif,Wheat,Black,1216.7,29.8,90.2,114.7,6.6,Tubewell,Sugarcane,High,137.3,86.3,107.1,7,3.07
Odisha,District_50,Kharif,Maize,Alluvial,1393.7,35.0,92.4,211.2,5.4,Sprinkler,Sugarcane,Low,93.8,93.5,42.0,1,3.11
Haryana,District_42,Rabi,Wheat,Black,1336.6,36.1,75.1,241.3,6.9,Tubewell,Wheat,High,74.6,95.6,132.9,5,2.66
Tamil Nadu,District_22,Kharif,Sugarcane,Sandy,1895.1,17.2,75.5,250.9,6.3,Rainfed,Pulses,High,59.6,76.7,102.2,6,62.21
Meghalaya,District_31,Rabi,Pulses,Sandy,1346.0,37.6,40.2,99.5,6.6,Sprinkler,Cotton,Medium,184.3,48.0,144.4,9,1.17
Meghalaya,District_15,Zaid,Wheat,Alluvial,1709.2,20.3,59.0,258.3,7.7,Rainfed,Sugarcane,Low,185.0,59.7,77.9,3,3.28
Tamil Nadu,District_4,Zaid,Sugarcane,Loamy,787.4,19.3,58.8,79.2,6.2,Canal,Rice,Low,89.5,48.4,59.8,1,54.69
Punjab,District_13,Zaid,Maize,Loamy,854.8,17.7,87.8,226.0,5.9,Rainfed,Wheat,High,53.2,90.8,96.5,6,2.32
Meghalaya,District_30,Kharif,Maize,Red,617.5,25.1,51.3,212.7,5.4,Drip,Maize,Low,150.9,62.2,106.7,4,2.68
Uttar Pradesh,District_13,Zaid,Pulses,Black,1333.9,25.3,88.8,202.3,7.1,Rainfed,Cotton,High,129.8,31.5,106.9,9,1.31
Punjab,District_27,Kharif,Pulses,Sandy,933.2,16.0,80.6,99.2,7.6,Rainfed,Rice,Low,148.5,44.1,87.4,2,0.95
Karnataka,District_4,Zaid,Wheat,Sandy,1257.4,28.9,72.1,148.9,7.5,Drip,Pulses,High,164.7,37.0,99.9,8,3.09
Odisha,District_3,Rabi,Rice,Black,970.5,33.6,61.0,180.0,7.1,Canal,Pulses,Medium,112.1,90.6,131.6,1,3.51
Uttar Pradesh,District_47,Rabi,Pulses,Red,975.5,23.6,66.4,250.6,7.2,Canal,Wheat,Low,132.3,31.2,111.2,3,1.38
Karnataka,District_18,Zaid,Cotton,Loamy,796.6,21.2,80.3,61.0,5.3,Tubewell,Maize,Medium,94.5,33.5,122.5,5,1.83
Karnataka,District_32,Zaid,Pulses,Red,353.3,30.5,75.6,86.2,5.7,Drip,Cotton,Medium,92.1,43.2,76.0,6,1.0
Haryana,District_30,Kharif,Sugarcane,Black,1955.1,19.4,60.4,100.8,6.8,Sprinkler,Wheat,Medium,58.4,55.7,73.5,2,61.64
Uttar Pradesh,District_9,Zaid,Rice,Black,225.6,21.9,86.0,288.9,6.6,Rainfed,Sugarcane,High,197.7,27.8,135.7,4,3.3
Tamil Nadu,District_44,Rabi,Rice,Loamy,3191.6,17.5,69.2,94.8,5.6,Tubewell,Sugarcane,Low,193.5,35.1,66.2,4,3.17
Meghalaya,District_43,Rabi,Wheat,Alluvial,654.5,24.6,68.7,272.4,6.2,Rainfed,Wheat,Medium,80.0,67.2,135.7,5,3.01
Rajasthan,District_49,Rabi,Cotton,Alluvial,1460.4,27.9,87.7,62.7,7.7,Canal,Rice,Low,198.6,46.7,58.9,1,1.97
Manipur,District_10,Kharif,Wheat,Loamy,603.6,26.1,63.8,273.7,6.8,Sprinkler,Rice,High,111.2,51.4,45.9,6,2.72
Assam,District_11,Zaid,Pulses,Alluvial,956.0,33.1,93.3,218.2,5.5,Sprinkler,Sugarcane,Low,90.4,60.3,97.9,9,1.05
West Bengal,District_33,Zaid,Pulses,Red,1801.6,35.7,85.1,186.2,5.9,Drip,Maize,High,99.1,22.8,53.8,2,1.19
Gujarat,District_9,Rabi,Maize,Alluvial,2110.3,27.9,90.8,65.4,7.4,Rainfed,Rice,High,156.2,47.1,116.8,2,2.38
Assam,District_46,Zaid,Wheat,Red,1514.6,29.3,88.5,128.4,6.4,Sprinkler,Pulses,Low,90.1,82.0,148.4,9,2.92
Tamil Nadu,District_47,Kharif,Wheat,Red,1210.6,23.6,92.6,233.1,7.1,Canal,Rice,High,59.9,66.6,44.9,3,3.09
Odisha,District_48,Zaid,Sugarcane,Black,3462.4,30.0,53.0,67.8,6.7,Canal,Wheat,Medium,197.0,28.2,84.4,6,60.66
Assam,District_34,Zaid,Pulses,Red,656.0,15.5,69.9,126.0,6.6,Rainfed,Sugarcane,Low,138.5,36.3,130.0,8,1.07
Uttar Pradesh,District_15,Rabi,Wheat,Red,1883.8,26.3,86.1,151.9,6.0,Tubewell,Wheat,Medium,161.4,43.1,117.7,2,3.79
Haryana,District_31,Kharif,Rice,Sandy,1090.2,25.7,47.9,278.8,6.5,Canal,Rice,Medium,119.5,67.6,89.1,2,4.13
Haryana,District_25,Kharif,Cotton,Black,1395.2,35.2,67.0,214.6,6.8,Tubewell,Pulses,High,144.5,75.3,62.7,1,2.0
Haryana,District_43,Zaid,Pulses,Alluvial,967.1,27.3,43.4,232.5,5.8,Canal,Pulses,High,129.7,34.9,114.7,4,1.07
Meghalaya,District_28,Kharif,Pulses,Loamy,1172.7,32.3,84.1,296.6,5.2,Tubewell,Wheat,High,132.0,92.2,132.0,2,1.04
Gujarat,District_30,Rabi,Sugarcane,Red,846.1,28.5,85.2,220.2,6.4,Canal,Wheat,Medium,195.0,86.7,133.1,1,58.25
West Bengal,District_28,Zaid,Pulses,Alluvial,687.5,15.2,45.4,175.4,5.9,Drip,Maize,Low,120.3,74.6,103.2,7,1.24
Manipur,District_49,Kharif,Wheat,Black,648.5,21.4,45.9,262.0,5.6,Tubewell,Rice,Low,107.4,65.8,134.3,5,3.22
Maharashtra,District_28,Kharif,Cotton,Black,1404.3,36.1,44.1,171.8,6.3,Drip,Wheat,High,50.5,78.2,123.9,8,2.06
Karnataka,District_33,Zaid,Maize,Sandy,2509.2,26.9,40.2,97.4,7.6,Tubewell,Wheat,Medium,162.9,49.7,60.1,4,2.27
Tamil Nadu,District_27,Rabi,Pulses,Red,919.6,30.7,76.7,191.9,6.3,Rainfed,Rice,High,60.2,80.8,66.5,5,1.1
Uttar Pradesh,District_22,Rabi,Cotton,Black,1163.8,19.5,58.2,100.9,7.5,Sprinkler,Cotton,Low,55.4,77.3,52.4,9,2.41
Tamil Nadu,District_10,Kharif,Pulses,Black,470.2,15.9,75.1,205.4,7.4,Tubewell,Wheat,High,68.0,74.2,52.8,5,1.24
Haryana,District_28,Rabi,Cotton,Loamy,803.8,25.4,50.2,96.8,7.0,Rainfed,Sugarcane,Low,152.1,69.9,125.0,4,1.98
Rajasthan,District_17,Kharif,Wheat,Red,1250.5,21.4,92.9,139.3,6.0,Drip,Sugarcane,High,83.3,53.8,71.6,6,2.57
Haryana,District_22,Zaid,Cotton,Red,773.8,17.1,52.9,222.8,5.8,Drip,Sugarcane,High,53.5,82.6,79.4,6,1.75
Odisha,District_25,Rabi,Sugarcane,Sandy,1508.0,34.4,73.1,111.8,6.2,Drip,Sugarcane,Low,184.1,45.8,45.6,8,74.17
Rajasthan,District_25,Rabi,Cotton,Alluvial,1168.2,29.5,72.3,83.3,5.6,Sprinkler,Pulses,High,175.1,30.0,72.8,1,1.69
Odisha,District_27,Rabi,Rice,Red,1967.9,23.2,60.3,115.4,7.2,Tubewell,Sugarcane,Medium,52.0,64.2,59.2,4,3.32
Maharashtra,District_35,Kharif,Pulses,Black,1332.2,26.1,94.0,207.7,7.1,Sprinkler,Maize,Low,158.9,55.1,107.6,5,1.52
Haryana,District_37,Zaid,Rice,Alluvial,1553.1,17.7,55.5,227.2,5.5,Rainfed,Sugarcane,Medium,144.4,20.0,113.4,7,3.7
Punjab,District_27,Rabi,Pulses,Sandy,1715.1,32.4,69.8,169.1,5.5,Drip,Rice,Medium,192.3,31.7,73.8,8,1.07
West Bengal,District_44,Rabi,Maize,Black,524.3,36.9,67.6,212.9,5.6,Sprinkler,Rice,Low,96.7,34.2,92.7,9,2.59
Uttar Pradesh,District_36,Rabi,Maize,Red,1475.2,17.0,42.7,279.0,5.8,Canal,Cotton,Medium,106.2,60.3,144.5,8,2.72
Karnataka,District_43,Rabi,Maize,Black,482.5,15.5,51.2,209.3,5.3,Sprinkler,Maize,Low,180.1,52.1,126.3,6,2.26
Haryana,District_20,Zaid,Maize,Loamy,1460.2,22.4,52.0,215.4,6.9,Drip,Rice,Medium,193.5,89.5,57.2,5,2.78
Rajasthan,District_26,Kharif,Wheat,Loamy,1643.5,36.9,72.0,214.2,6.0,Canal,Sugarcane,Medium,149.1,27.8,67.9,2,3.12
Punjab,District_41,Kharif,Maize,Red,2753.2,24.7,43.3,105.9,7.3,Drip,Wheat,Medium,178.7,73.3,62.4,4,2.82
Meghalaya,District_46,Zaid,Maize,Alluvial,611.5,30.5,67.0,264.9,6.2,Drip,Maize,Medium,104.4,36.8,128.2,7,2.77
Karnataka,District_40,Rabi,Cotton,Sandy,1744.1,30.9,84.9,87.1,7.3,Rainfed,Sugarcane,High,196.0,68.6,132.1,2,2.01
West Bengal,District_33,Rabi,Sugarcane,Alluvial,1402.0,36.8,77.0,257.1,7.3,Tubewell,Pulses,Medium,163.6,36.1,75.4,9,61.48
Haryana,District_35,Kharif,Sugarcane,Alluvial,771.6,33.1,76.7,76.5,6.9,Canal,Maize,Low,70.8,23.7,130.4,7,53.31
Tamil Nadu,District_36,Kharif,Maize,Loamy,1955.5,34.4,77.6,138.0,7.4,Drip,Sugarcane,Low,76.6,78.5,149.4,5,2.34
Karnataka,District_18,Kharif,Cotton,Red,732.5,36.8,64.5,243.4,6.3,Canal,Cotton,High,87.0,28.8,147.4,8,1.89
Meghalaya,District_12,Zaid,Rice,Sandy,1316.2,25.2,60.2,146.8,7.5,Rainfed,Cotton,High,83.4,48.1,120.5,3,3.09
Rajasthan,District_40,Kharif,Sugarcane,Black,966.5,30.5,59.1,149.5,7.2,Drip,Sugarcane,Low,115.9,24.3,44.1,6,60.06
Manipur,District_6,Kharif,Wheat,Sandy,1414.0,22.5,81.5,298.1,7.4,Drip,Sugarcane,High,143.2,27.6,133.9,3,2.96
Uttar Pradesh,District_47,Kharif,Pulses,Sandy,685.9,29.6,89.3,232.8,6.3,Sprinkler,Sugarcane,Low,114.8,70.7,63.0,5,1.2
Karnataka,District_49,Kharif,Pulses,Sandy,587.9,35.7,48.8,70.0,7.6,Rainfed,Wheat,Medium,146.9,91.2,48.5,3,0.97
Uttar Pradesh,District_3,Rabi,Cotton,Loamy,1235.8,20.3,81.4,73.9,6.8,Rainfed,Maize,Medium,198.4,93.5,146.5,1,2.28
Rajasthan,District_35,Kharif,Rice,Loamy,1090.8,24.6,55.4,294.3,7.2,Canal,Pulses,Low,123.6,55.5,49.2,1,4.3
Rajasthan,District_45,Rabi,Sugarcane,Black,1307.1,30.6,47.5,89.4,5.6,Drip,Cotton,Medium,134.6,40.8,106.6,5,51.89
Maharashtra,District_22,Rabi,Pulses,Sandy,904.5,16.5,75.9,146.8,7.1,Tubewell,Maize,Low,91.3,48.4,147.9,9,1.19
Manipur,District_29,Zaid,Sugarcane,Loamy,1434.6,23.8,61.4,162.5,6.3,Rainfed,Maize,Medium,102.9,65.0,128.0,9,67.5
Odisha,District_44,Kharif,Rice,Alluvial,1182.7,31.3,65.4,155.9,7.5,Rainfed,Sugarcane,High,179.2,76.8,76.5,6,4.14
Tamil Nadu,District_17,Rabi,Maize,Red,1321.7,19.5,80.7,114.3,5.6,Rainfed,Cotton,Medium,183.0,70.2,62.4,5,2.38
Uttar Pradesh,District_37,Kharif,Wheat,Alluvial,1140.7,34.7,70.7,252.3,6.8,Canal,Maize,Medium,60.7,68.5,41.8,8,3.7
Meghalaya,District_42,Kharif,Pulses,Alluvial,637.2,26.3,43.3,233.1,6.2,Drip,Maize,High,105.5,48.3,44.6,5,1.14
West Bengal,District_27,Rabi,Pulses,Loamy,519.8,32.2,54.5,167.0,5.8,Canal,Cotton,Low,138.5,37.0,110.4,6,1.27
Punjab,District_32,Zaid,Wheat,Loamy,546.1,18.3,69.2,106.6,7.6,Tubewell,Rice,Low,197.8,30.2,63.3,9,2.55
Uttar Pradesh,District_44,Rabi,Sugarcane,Red,660.0,34.5,61.1,192.2,5.4,Rainfed,Cotton,Medium,77.6,98.6,86.6,8,56.22
Karnataka,District_6,Rabi,Pulses,Black,1039.1,29.3,74.4,243.5,7.8,Rainfed,Wheat,Medium,94.5,58.7,142.9,6,1.06
Assam,District_17,Zaid,Maize,Black,713.7,18.7,71.2,86.3,7.0,Canal,Pulses,High,133.2,61.2,76.1,6,2.18
Gujarat,District_4,Rabi,Maize,Black,790.0,30.6,85.1,109.6,6.1,Sprinkler,Sugarcane,Low,180.5,41.5,106.8,5,2.65
Maharashtra,District_27,Zaid,Rice,Black,1634.1,29.4,54.0,62.3,5.5,Sprinkler,Maize,High,126.1,46.4,113.6,9,2.73
Assam,District_30,Rabi,Cotton,Red,1217.9,34.6,67.2,116.4,6.7,Tubewell,Cotton,Low,120.5,26.5,112.7,8,2.01
Uttar Pradesh,District_15,Rabi,Wheat,Black,999.1,25.5,68.8,66.3,7.3,Sprinkler,Wheat,High,91.5,73.0,75.5,9,2.4
West Bengal,District_27,Zaid,Sugarcane,Black,606.8,35.4,57.0,150.1,5.9,Rainfed,Sugarcane,Medium,127.8,67.0,137.7,1,63.31
Assam,District_46,Rabi,Cotton,Black,1500.0,16.5,46.1,276.1,6.5,Drip,Pulses,Medium,88.2,57.8,123.2,8,2.16
Tamil Nadu,District_42,Zaid,Wheat,Loamy,979.9,22.7,81.1,291.0,5.9,Tubewell,Pulses,Medium,166.3,31.7,147.6,5,3.33
Odisha,District_16,Rabi,Sugarcane,Black,650.3,21.2,66.7,80.0,7.6,Rainfed,Sugarcane,Medium,175.2,80.1,128.1,8,46.04
Rajasthan,District_33,Zaid,Rice,Alluvial,1153.9,29.1,85.4,216.6,7.4,Canal,Sugarcane,Medium,89.4,44.7,88.2,6,4.04
Manipur,District_32,Zaid,Maize,Sandy,604.9,35.0,54.9,174.9,6.6,Drip,Pulses,Medium,144.8,75.4,122.2,8,2.69
Maharashtra,District_35,Kharif,Pulses,Loamy,1266.5,32.4,76.6,229.4,5.6,Drip,Wheat,Low,159.3,55.7,63.0,4,1.36
Assam,District_21,Zaid,Sugarcane,Loamy,560.2,23.2,82.3,247.0,5.4,Sprinkler,Wheat,Low,169.5,82.4,84.1,9,58.41
Uttar Pradesh,District_15,Rabi,Rice,Sandy,798.4,17.4,49.3,140.1,6.8,Drip,Maize,Low,159.8,59.8,49.9,9,3.46
Rajasthan,District_18,Kharif,Pulses,Loamy,1205.0,22.0,55.5,180.5,6.3,Tubewell,Wheat,Low,56.0,75.2,90.5,7,1.2
Maharashtra,District_14,Zaid,Sugarcane,Sandy,954.9,33.7,52.9,262.3,5.9,Drip,Cotton,Medium,60.1,22.7,97.3,9,58.65
Tamil Nadu,District_4,Zaid,Sugarcane,Black,936.6,31.6,82.2,134.9,5.2,Sprinkler,Pulses,Medium,101.3,34.3,130.6,5,50.47
Rajasthan,District_8,Zaid,Rice,Red,1240.0,28.3,85.9,275.6,7.6,Tubewell,Wheat,High,158.8,72.0,78.3,9,3.27
Karnataka,District_2,Zaid,Maize,Red,1990.8,32.5,73.1,153.7,6.3,Tubewell,Maize,Medium,99.9,39.5,69.4,5,2.29
Rajasthan,District_13,Zaid,Sugarcane,Sandy,1482.4,22.0,54.3,114.4,6.9,Canal,Sugarcane,High,101.9,91.5,99.4,7,51.39
Manipur,District_39,Rabi,Wheat,Red,1414.5,36.9,70.9,231.0,6.1,Tubewell,Sugarcane,High,172.3,47.2,61.5,3,3.34
Manipur,District_30,Zaid,Sugarcane,Black,1065.9,22.2,61.0,227.8,7.3,Rainfed,Maize,Low,108.8,57.3,48.2,5,80.99
Karnataka,District_33,Rabi,Maize,Sandy,537.5,18.2,93.2,148.4,5.9,Drip,Cotton,High,127.1,30.1,64.9,7,2.13
West Bengal,District_9,Kharif,Sugarcane,Alluvial,1654.9,29.1,80.1,171.9,6.8,Canal,Sugarcane,Low,109.0,32.5,79.1,4,69.73
Maharashtra,District_48,Zaid,Rice,Loamy,2099.8,32.5,69.5,142.6,5.2,Canal,Rice,Low,162.0,93.7,40.6,4,3.19
Haryana,District_30,Kharif,Rice,Sandy,244.9,26.2,87.1,96.9,5.9,Canal,Sugarcane,Low,171.0,82.1,76.0,9,2.9
Uttar Pradesh,District_38,Zaid,Wheat,Sandy,1670.2,25.3,63.2,77.2,5.5,Rainfed,Maize,Low,115.4,21.2,142.1,3,2.63
Maharashtra,District_32,Rabi,Pulses,Red,946.3,36.7,48.9,76.2,6.1,Rainfed,Rice,Low,185.9,49.7,119.6,7,1.29
Manipur,District_9,Rabi,Maize,Alluvial,363.7,27.7,63.3,207.5,7.3,Tubewell,Maize,High,62.2,51.1,119.4,6,2.08
Gujarat,District_26,Rabi,Rice,Alluvial,2296.1,26.3,59.0,222.0,7.1,Drip,Wheat,Low,129.5,84.6,53.5,9,4.8
Manipur,District_20,Zaid,Sugarcane,Loamy,468.8,22.2,85.3,237.0,6.2,Rainfed,Rice,High,127.0,32.8,138.8,6,58.77
Maharashtra,District_26,Rabi,Cotton,Alluvial,1634.0,32.1,86.6,160.0,6.5,Canal,Rice,Medium,81.0,71.8,52.7,5,2.35
Gujarat,District_38,Rabi,Cotton,Sandy,1171.1,19.9,63.8,268.2,7.6,Tubewell,Sugarcane,Medium,186.8,23.4,110.9,9,2.13
Haryana,District_50,Kharif,Rice,Sandy,1826.5,29.9,64.7,114.7,6.4,Sprinkler,Pulses,High,88.8,30.9,147.6,3,3.62
Tamil Nadu,District_47,Zaid,Wheat,Sandy,1699.2,17.1,56.4,107.3,5.3,Tubewell,Sugarcane,Medium,143.6,32.0,60.7,3,2.89
Odisha,District_27,Rabi,Wheat,Black,2225.3,15.1,94.4,273.6,6.2,Drip,Maize,High,184.1,34.8,133.9,2,2.87
Haryana,District_1,Kharif,Wheat,Red,1079.5,24.4,59.8,253.9,6.0,Rainfed,Cotton,Medium,90.4,39.0,67.8,9,3.29
Assam,District_13,Rabi,Pulses,Black,1083.8,33.5,41.7,129.2,7.0,Sprinkler,Wheat,Medium,111.6,54.5,113.7,3,1.13
Gujarat,District_46,Zaid,Wheat,Alluvial,1543.7,30.2,58.6,103.1,5.9,Canal,Cotton,High,70.6,69.3,91.3,5,2.68
Haryana,District_21,Kharif,Pulses,Loamy,580.4,31.0,63.2,97.7,7.1,Sprinkler,Rice,High,113.8,81.6,130.2,8,1.06
Rajasthan,District_14,Rabi,Rice,Alluvial,1868.9,31.3,48.1,295.1,6.8,Rainfed,Maize,High,109.5,87.2,75.7,9,4.06
Assam,District_17,Rabi,Sugarcane,Sandy,1297.7,17.0,60.2,297.6,5.8,Rainfed,Cotton,High,103.7,98.2,76.4,2,51.07
Haryana,District_43,Rabi,Rice,Sandy,950.9,24.1,60.3,137.3,6.8,Tubewell,Wheat,High,131.8,67.1,43.9,7,3.31
Manipur,District_8,Zaid,Maize,Red,1748.3,29.7,63.9,241.0,6.0,Canal,Cotton,Medium,149.7,26.2,74.2,2,2.9
Uttar Pradesh,District_46,Zaid,Maize,Red,1247.4,29.3,62.4,99.6,7.5,Rainfed,Cotton,High,114.7,94.1,98.0,5,1.82
Punjab,District_12,Rabi,Wheat,Sandy,2174.9,16.4,81.4,205.8,5.8,Sprinkler,Wheat,High,53.5,71.0,135.6,6,2.5
Haryana,District_11,Rabi,Maize,Loamy,828.5,16.4,55.1,256.7,6.5,Sprinkler,Sugarcane,Low,56.6,61.6,120.6,7,2.36
Rajasthan,District_45,Zaid,Sugarcane,Sandy,660.8,33.2,42.1,221.2,6.3,Rainfed,Wheat,Low,199.8,43.3,93.9,7,71.63
Tamil Nadu,District_3,Kharif,Rice,Alluvial,878.1,32.6,42.7,284.6,6.4,Sprinkler,Maize,High,51.8,43.0,105.5,9,2.73
Manipur,District_37,Kharif,Cotton,Loamy,1621.3,16.0,71.7,273.2,7.2,Tubewell,Cotton,Medium,148.8,30.2,125.3,2,2.26
Odisha,District_41,Zaid,Sugarcane,Black,619.7,22.0,81.4,124.9,6.6,Drip,Pulses,High,85.9,61.5,94.4,6,47.99
Tamil Nadu,District_35,Zaid,Sugarcane,Red,1081.3,31.3,60.2,283.6,5.8,Tubewell,Sugarcane,High,77.1,72.3,140.7,6,64.21
Haryana,District_25,Zaid,Sugarcane,Sandy,885.9,23.6,62.8,266.8,6.5,Drip,Wheat,Medium,99.1,42.7,123.3,9,63.27
Gujarat,District_43,Zaid,Rice,Red,1560.2,33.9,88.5,237.6,7.8,Sprinkler,Pulses,Low,61.6,25.9,109.0,7,4.31
